ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,age_code,age_desc,sex_code,sex_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
76,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),478,Mauritania,4,11,Western Africa,Country,-10.33187259,20.26089546,MRT,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2015,2015,[2015],,,,,,,,,,,,,,,,17.8,,,,,,17.8,,C: Country data
77,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),484,Mexico,4,13,Central America,Country,-102.5148166,23.93378032,MEX,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,3.8,,,3.8,,C: Country data
78,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,0.9,,,0.9,,C: Country data
79,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),499,Montenegro,5,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,1.9,,,1.9,,C: Country data
80,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),504,Morocco,4,15,Northern Africa,Country,-6.281942841,31.8440131,MAR,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,0.5,,,0.5,,C: Country data
81,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),508,Mozambique,4,14,Eastern Africa,Country,38.18479941,-14.27963886,MOZ,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2015,2015,[2015],,,,,,,,,,,,,,,,16.8,,,,,,16.8,,C: Country data
82,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2015,2015,[2015],,,,,,,,,,,,,,,,1.9,,,,,,1.9,,C: Country data
83,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),516,Namibia,4,18,Southern Africa,Country,17.21907885,-22.13817068,NAM,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2013,2013,[2013],,,,,,,,,,,,,,1.6,,,,,,,,1.6,,C: Country data
84,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),520,Nauru,4,543,Oceania (exc. Australia and New Zealand),Country,166.92313,-0.528742623,NRU,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2007,2007,[2007],,,,,,,,1.9,,,,,,,,,,,,,,1.9,,C: Country data
85,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),520,Nauru,4,543,Oceania (exc. Australia and New Zealand),Country,166.92313,-0.528742623,NRU,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2007,2007,[2007],,,,,,,,1.9,,,,,,,,,,,,,,1.9,,C: Country data
86,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),524,Nepal,5,127,Southern Asia (excluding India),Country,83.94678863,28.25866332,NPL,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,7.9,,7.9,,C: Country data
87,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),524,Nepal,5,127,Southern Asia (excluding India),Country,83.94678863,28.25866332,NPL,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,7.9,,7.9,,C: Country data
88,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),558,Nicaragua,4,13,Central America,Country,-85.03060315,12.84210839,NIC,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2012,2012,[2012],,,,,,,,,,,,,9.7,,,,,,,,,9.7,,C: Country data
89,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),562,Niger,4,11,Western Africa,Country,9.400167877,17.42143036,NER,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2012,2012,[2012],,,,,,,,,,,,,28,,,,,,,,,28,,C: Country data
90,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),566,Nigeria,4,11,Western Africa,Country,8.097363256,9.585789025,NGA,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,15.7,,,15.7,,C: Country data
91,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),807,North Macedonia,5,39,Southern Europe,Country,21.7007909,41.60048068,MKD,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0.3,,0.3,,C: Country data
92,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2014,2014,[2014],,,,,,,,,,,,,,,1.2,,,,,,,1.2,,C: Country data
93,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,3.6,,,3.6,,C: Country data
94,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,3.6,,,3.6,,C: Country data
95,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),591,Panama,4,13,Central America,Country,-81.26616623,8.450965746,PAN,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2013,2013,[2013],,,,,,,,,,,,,,6.8,,,,,,,,6.8,,C: Country data
96,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),598,Papua New Guinea,4,543,Oceania (exc. Australia and New Zealand),Country,145.8587761,-6.756057077,PNG,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,8,,,8,,C: Country data
97,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),598,Papua New Guinea,4,543,Oceania (exc. Australia and New Zealand),Country,145.8587761,-6.756057077,PNG,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,8,,,8,,C: Country data
98,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),600,Paraguay,4,5,South America,Country,-60.54854225,-21.70216237,PRY,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2016,2016,[2016],,,,,,,,,,,,,,,,,3.6,,,,,3.6,,C: Country data
99,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),604,Peru,4,5,South America,Country,-71.82093277,-13.58939705,PER,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,2.5,,,2.5,,C: Country data
100,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),608,Philippines,4,35,South-Eastern Asia,Country,120.8601418,14.16591706,PHL,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2017,2017,[2017],,,,,,,,,,,,,,,,,,2.2,,,,2.2,,C: Country data
101,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),634,Qatar,4,145,Western Asia,Country,51.19152467,25.28355379,QAT,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2012,2012,[2012],,,,,,,,,,,,,0,,,,,,,,,0,,C: Country data
102,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),498,Republic of Moldova,5,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2012,2012,[2012],,,,,,,,,,,,,0.4,,,,,,,,,0.4,,C: Country data
103,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2015,2015,[2015],,,,,,,,,,,,,,,,0.4,,,,,,0.4,,C: Country data
104,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),662,Saint Lucia,4,29,Caribbean,Country,-60.96529553,13.89405601,LCA,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2012,2012,[2012],,,,,,,,,,,,,3.7,,,,,,,,,3.7,,C: Country data
105,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2020,2020,[2020],,,,,,,,,,,,,,,,,,,,,0.9,0.9,,C: Country data
106,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2020,2020,[2020],,,,,,,,,,,,,,,,,,,,,0.9,0.9,,C: Country data
107,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),678,Sao Tome and Principe,4,17,Middle Africa,Country,6.609772265,0.241554875,STP,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,5.4,,5.4,,C: Country data
108,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),686,Senegal,4,11,Western Africa,Country,-14.46636926,14.35920905,SEN,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,8.8,,8.8,,C: Country data
109,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),688,Serbia,5,39,Southern Europe,Country,20.805876,44.03145697,SRB,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,1.2,,1.2,,C: Country data
110,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),694,Sierra Leone,4,11,Western Africa,Country,-11.78306584,8.568604164,SLE,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,8.6,,8.6,,C: Country data
111,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),702,Singapore,4,35,South-Eastern Asia,Country,103.8107883,1.361009155,SGP,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2020,2020,[2020],,,,,,,,,,,,,,,,,,,,,0,0,"Estimated from marriage registry data, refers to formal, registered marriages only",C: Country data
112,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),90,Solomon Islands,4,543,Oceania (exc. Australia and New Zealand),Country,160.1584117,-9.622391719,SLB,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2015,2015,[2015],,,,,,,,,,,,,,,,5.6,,,,,,5.6,,C: Country data
113,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),90,Solomon Islands,4,543,Oceania (exc. Australia and New Zealand),Country,160.1584117,-9.622391719,SLB,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2015,2015,[2015],,,,,,,,,,,,,,,,5.6,,,,,,5.6,,C: Country data
